MRNA_Nc	K27_Nc	MRNA_Nd	K27_Nd	MRNA_Nt	K27_Nt
Nc|NCU04627	no	Nd|NEUDI1_89250	no	Nt|NEUTE1_144607	no
Nc|NCU04628	no	Nd|NEUDI1_89252	no	Nt|NEUTE1_128023	no
Nc|NCU04630	no	Nd|NEUDI1_159623	no	Nt|NEUTE1_77420	no
Nc|NCU04631	no	Nd|NEUDI1_51598	no	Nt|NEUTE1_107905	no
Nc|NCU04632	no	Nd|NEUDI1_9102	no	Nt|NEUTE1_36669	no
Nc|NCU04633	no	Nd|NEUDI1_89255	no	Nt|NEUTE1_144610	no
Nc|NCU04634	no	Nd|NEUDI1_152340	no	Nt|NEUTE1_98541	no
Nc|NCU04635	no	Nd|NEUDI1_169300	no	Nt|NEUTE1_58743	no
Nc|NCU04636	no	Nd|NEUDI1_169301	no	Nt|NEUTE1_77426	no
Nc|NCU04637	no	Nd|NEUDI1_169302	no	Nt|NEUTE1_77429	no
Nc|NCU04638	no	Nd|NEUDI1_86183	no	Nt|NEUTE1_77431	no
Nc|NCU04639	no	Nd|NEUDI1_164100	no	Nt|NEUTE1_116093	no
Nc|NCU04640	no	Nd|NEUDI1_19951	no	Nt|NEUTE1_34841	no
Nc|NCU04641	no	Nd|NEUDI1_104581	no	Nt|NEUTE1_11871	no
Nc|NCU04642	no	Nd|NEUDI1_158553	no	Nt|NEUTE1_77441	no
Nc|NCU04643	no	Nd|NEUDI1_104588	no	Nt|NEUTE1_128035	no
Nc|NCU04644	no	Nd|NEUDI1_158555	no	Nt|NEUTE1_58765	no
Nc|NCU04645	no	Nd|NEUDI1_104592	no	Nt|NEUTE1_120406	no
Nc|NCU04646	no	Nd|NEUDI1_86205	no	Nt|NEUTE1_58771	no
Nc|NCU04647	no	Nd|NEUDI1_158557	no	Nt|NEUTE1_77456	no
Nc|NCU04648	no	Nd|NEUDI1_67524	no	Nt|NEUTE1_77458	no
Nc|NCU04649	no	Nd|NEUDI1_104604	no	Nt|NEUTE1_35847	no
Nc|NCU04650	no	Nd|NEUDI1_158560	no	Nt|NEUTE1_116101,NEUTE1_98561	no,no
Nc|NCU04651	no	Nd|NEUDI1_169310	no	Nt|NEUTE1_77461	no
Nc|NCU04652	no	Nd|NEUDI1_67245	no	Nt|NEUTE1_144627	no
Nc|NCU04653	no	Nd|NEUDI1_86223	no	Nt|NEUTE1_77468	no
Nc|NCU04654	no	Nd|NEUDI1_86227	no	Nt|NEUTE1_120414	no
Nc|NCU04655	no	Nd|NEUDI1_169314	no	Nt|NEUTE1_120415	no
Nc|NCU04656	no	Nd|NEUDI1_169314,NEUDI1_158565	no,no	Nt|NEUTE1_58796	no
Nc|NCU04657	no	Nd|NEUDI1_104626	no	Nt|NEUTE1_77478	no
Nc|NCU04658	no	Nd|NEUDI1_36085	no	NONE	NA
Nc|NCU04661	no	Nd|NEUDI1_104631	no	Nt|NEUTE1_120418	no
Nc|NCU04662	no	Nd|NEUDI1_104632	no	Nt|NEUTE1_34266	no
Nc|NCU04663	no	Nd|NEUDI1_158568	no	Nt|NEUTE1_120420	no
Nc|NCU04665	no	Nd|NEUDI1_142402	no	Nt|NEUTE1_77490	no
Nc|NCU04667	no	Nd|NEUDI1_169317	no	Nt|NEUTE1_58827	no
Nc|NCU04669	no	Nd|NEUDI1_86256	no	Nt|NEUTE1_77510	no
Nc|NCU04670	no	Nd|NEUDI1_104651	no	Nt|NEUTE1_77514	no
Nc|NCU04671	no	Nd|NEUDI1_104653	no	Nt|NEUTE1_116116,NEUTE1_58836	no,no
Nc|NCU04672	no	Nd|NEUDI1_169322	no	Nt|NEUTE1_149138	no
Nc|NCU04673	no	Nd|NEUDI1_86267	no	Nt|NEUTE1_120433	no
Nc|NCU04674	no	Nd|NEUDI1_86272,NEUDI1_129059	no,no	Nt|NEUTE1_116120,NEUTE1_77521	no,no
Nc|NCU04675	no	Nd|NEUDI1_86272	no	Nt|NEUTE1_116120	no
Nc|NCU04676	no	Nd|NEUDI1_158579	no	Nt|NEUTE1_77525	no
Nc|NCU04689	yes	NONE	NA	NONE	NA
Nc|NCU04690	yes	NONE	NA	NONE	NA
Nc|NCU04691	yes	NONE	NA	NONE	NA
Nc|NCU04692	no	Nd|NEUDI1_60505	no	Nt|NEUTE1_124372	no
Nc|NCU04694	yes	Nd|NEUDI1_24595,NEUDI1_126340	no,no	Nt|NEUTE1_103499	no
Nc|NCU04695	yes	Nd|NEUDI1_139328	no	Nt|NEUTE1_124374	no
Nc|NCU04697	yes	Nd|NEUDI1_111054	no	Nt|NEUTE1_87009	no
Nc|NCU04698	yes	Nd|NEUDI1_126342	no	Nt|NEUTE1_68327	no
Nc|NCU04699	yes	Nd|NEUDI1_167169	no	Nt|NEUTE1_124377	no
Nc|NCU04700	yes	NONE	NA	Nt|NEUTE1_112573	no
Nc|NCU04701	yes	NONE	NA	NONE	NA
Nc|NCU04702	yes	Nd|NEUDI1_111057,NEUDI1_24608	no,no	Nt|NEUTE1_140357,NEUTE1_140359,NEUTE1_140358	no,no,no
Nc|NCU04703	yes	NONE	NA	Nt|NEUTE1_48682,NEUTE1_103505	no,no
Nc|NCU04704	yes	Nd|NEUDI1_24609	no	Nt|NEUTE1_140364	no
Nc|NCU04705	yes	Nd|NEUDI1_24610	no	Nt|NEUTE1_140365	no
Nc|NCU04706	yes	Nd|NEUDI1_155793	no	Nt|NEUTE1_49392	yes
Nc|NCU04707	yes	Nd|NEUDI1_111060	yes	Nt|NEUTE1_112581	yes
Nc|NCU04708	yes	Nd|NEUDI1_139333	no	Nt|NEUTE1_112582	yes
Nc|NCU04709	yes	Nd|NEUDI1_111062	no	Nt|NEUTE1_112583	yes
Nc|NCU04710	yes	Nd|NEUDI1_111063	no	Nt|NEUTE1_18330,NEUTE1_17622,NEUTE1_140372	yes,no,no
Nc|NCU04713	yes	Nd|NEUDI1_97823	no	Nt|NEUTE1_131679	no
Nc|NCU04718	no	Nd|NEUDI1_97827	no	Nt|NEUTE1_148470	no
Nc|NCU04719	no	NONE	NA	NONE	NA
Nc|NCU04720	no	Nd|NEUDI1_97829	no	Nt|NEUTE1_87025	no
Nc|NCU04721	no	Nd|NEUDI1_126349	no	Nt|NEUTE1_131682	no
Nc|NCU04722	no	Nd|NEUDI1_111071	no	Nt|NEUTE1_103513	no
Nc|NCU04723	no	Nd|NEUDI1_111072	no	Nt|NEUTE1_112593	no
Nc|NCU04724	no	Nd|NEUDI1_155800	no	Nt|NEUTE1_140386	no
Nc|NCU04725	no	Nd|NEUDI1_97837	no	Nt|NEUTE1_68347	no
Nc|NCU04726	no	Nd|NEUDI1_79477,NEUDI1_167179	no,no	Nt|NEUTE1_124384	no
Nc|NCU04727	no	Nd|NEUDI1_167179	no	Nt|NEUTE1_124385,NEUTE1_124384	no,no
Nc|NCU04728	no	Nd|NEUDI1_24628	no	Nt|NEUTE1_87040	no
Nc|NCU04729	no	Nd|NEUDI1_126355	no	Nt|NEUTE1_124387	no
Nc|NCU04730	no	Nd|NEUDI1_126356	no	Nt|NEUTE1_68361	no
Nc|NCU04731	no	Nd|NEUDI1_155808	no	Nt|NEUTE1_131690	no
Nc|NCU04732	no	Nd|NEUDI1_155809	no	Nt|NEUTE1_87053	no
Nc|NCU04733	no	Nd|NEUDI1_167187	no	NONE	NA
Nc|NCU04734	no	NONE	NA	Nt|NEUTE1_87058	no
Nc|NCU04735	no	NONE	NA	Nt|NEUTE1_103527	no
Nc|NCU04736	no	Nd|NEUDI1_155822	no	Nt|NEUTE1_131694	no
Nc|NCU04737	no	Nd|NEUDI1_79526	no	Nt|NEUTE1_88650	no
Nc|NCU04738	no	Nd|NEUDI1_59911	no	Nt|NEUTE1_87062	no
Nc|NCU04740	no	Nd|NEUDI1_126366	no	Nt|NEUTE1_87066	no
Nc|NCU04741	no	Nd|NEUDI1_155817	no	Nt|NEUTE1_68383	no
Nc|NCU04742	no	Nd|NEUDI1_79515	no	Nt|NEUTE1_118040,NEUTE1_124398	no,no
Nc|NCU04743	no	Nd|NEUDI1_79513	no	Nt|NEUTE1_87071	no
Nc|NCU04744	no	Nd|NEUDI1_24638,NEUDI1_79513	no,no	Nt|NEUTE1_48910	no
Nc|NCU04746	no	NONE	NA	Nt|NEUTE1_103537	no
Nc|NCU04747	no	Nd|NEUDI1_167189	no	Nt|NEUTE1_131701	no
Nc|NCU04748	no	Nd|NEUDI1_155811	no	Nt|NEUTE1_87084	no
Nc|NCU04749	no	Nd|NEUDI1_126370	no	Nt|NEUTE1_131702	no
Nc|NCU04750	no	Nd|NEUDI1_97895	no	Nt|NEUTE1_87089	no
Nc|NCU04751	no	Nd|NEUDI1_97895,NEUDI1_111096	no,no	Nt|NEUTE1_87089,NEUTE1_103541	no,no
Nc|NCU04752	no	Nd|NEUDI1_60517	no	Nt|NEUTE1_87092	no
Nc|NCU04753	no	Nd|NEUDI1_97898	no	Nt|NEUTE1_49722	no
Nc|NCU04754	no	Nd|NEUDI1_167199	no	Nt|NEUTE1_118046	no
Nc|NCU04755	no	Nd|NEUDI1_126374	no	Nt|NEUTE1_124407	no
Nc|NCU04757	no	Nd|NEUDI1_126375	no	Nt|NEUTE1_87103	no
Nc|NCU04759	no	Nd|NEUDI1_161977	no	Nt|NEUTE1_118048	no
Nc|NCU04760	no	Nd|NEUDI1_167202	no	Nt|NEUTE1_118049	no
Nc|NCU04761	no	Nd|NEUDI1_126378	no	Nt|NEUTE1_87110	no
Nc|NCU04762	no	Nd|NEUDI1_126379	no	Nt|NEUTE1_148503	no
Nc|NCU04764	no	Nd|NEUDI1_155835	no	Nt|NEUTE1_87119	no
Nc|NCU04765	no	Nd|NEUDI1_126382	no	Nt|NEUTE1_124415	no
Nc|NCU04766	no	Nd|NEUDI1_79569	no	Nt|NEUTE1_118054,NEUTE1_87125	no,no
Nc|NCU04767	no	Nd|NEUDI1_126384	no	Nt|NEUTE1_148509	no
Nc|NCU04768	no	Nd|NEUDI1_60938	no	Nt|NEUTE1_87128	no
Nc|NCU04770	no	Nd|NEUDI1_24665,NEUDI1_167212	no,no	Nt|NEUTE1_118055	no
Nc|NCU04771	no	Nd|NEUDI1_167212	no	Nt|NEUTE1_87136	no
Nc|NCU04772	no	Nd|NEUDI1_97945	no	Nt|NEUTE1_124422	no
Nc|NCU04773	no	Nd|NEUDI1_97946	no	Nt|NEUTE1_87140	no
Nc|NCU04774	no	Nd|NEUDI1_155844	no	Nt|NEUTE1_148515	no
Nc|NCU04775	no	Nd|NEUDI1_97950	no	Nt|NEUTE1_87143	no
Nc|NCU04776	no	Nd|NEUDI1_155846	no	Nt|NEUTE1_68461	no
Nc|NCU04777	no	Nd|NEUDI1_155847	no	Nt|NEUTE1_87148	no
Nc|NCU04778	no	Nd|NEUDI1_155848	no	Nt|NEUTE1_87150	no
Nc|NCU04779	no	Nd|NEUDI1_167216	no	Nt|NEUTE1_118058	no
Nc|NCU04780	no	Nd|NEUDI1_161993,NEUDI1_97960	no,no	Nt|NEUTE1_68471	no
Nc|NCU04781	no	Nd|NEUDI1_161993,NEUDI1_97960	no,no	Nt|NEUTE1_95973,NEUTE1_68471	no,no
Nc|NCU04782	no	Nd|NEUDI1_97964	no	Nt|NEUTE1_68475	no
Nc|NCU04783	no	Nd|NEUDI1_79607	no	Nt|NEUTE1_68479	no
Nc|NCU04784	no	Nd|NEUDI1_126399	no	Nt|NEUTE1_131732	no
Nc|NCU04785	no	Nd|NEUDI1_97972	no	Nt|NEUTE1_87167	no
Nc|NCU04786	no	Nd|NEUDI1_97975	no	Nt|NEUTE1_87171	no
Nc|NCU04787	no	Nd|NEUDI1_155855	no	Nt|NEUTE1_131735,NEUTE1_87171	no,no
Nc|NCU04788	no	Nd|NEUDI1_97980,NEUDI1_155857	no,no	Nt|NEUTE1_87178	no
Nc|NCU04789	no	Nd|NEUDI1_155857	no	Nt|NEUTE1_87178	no
Nc|NCU04790	no	Nd|NEUDI1_167223	no	Nt|NEUTE1_118062	no
Nc|NCU04791	no	Nd|NEUDI1_167224	no	Nt|NEUTE1_124439	no
Nc|NCU04794	no	Nd|NEUDI1_126407	no	Nt|NEUTE1_131741	no
Nc|NCU04795	no	Nd|NEUDI1_155862	no	Nt|NEUTE1_124441	no
Nc|NCU04796	no	Nd|NEUDI1_167227	no	Nt|NEUTE1_68512	no
Nc|NCU04797	no	Nd|NEUDI1_98001	no	Nt|NEUTE1_87200	no
Nc|NCU04798	no	Nd|NEUDI1_98005	no	Nt|NEUTE1_87202	no
Nc|NCU04799	no	Nd|NEUDI1_167229	no	Nt|NEUTE1_87204	no
Nc|NCU04800	no	Nd|NEUDI1_79649	no	Nt|NEUTE1_87209	no
Nc|NCU04801	no	Nd|NEUDI1_126414	no	Nt|NEUTE1_68528	no
Nc|NCU04802	no	Nd|NEUDI1_79654	no	Nt|NEUTE1_118067	no
Nc|NCU04803	no	Nd|NEUDI1_79658	no	Nt|NEUTE1_68534	no
Nc|NCU04804	no	NONE	NA	Nt|NEUTE1_103590	no
Nc|NCU04805	no	Nd|NEUDI1_79660	no	Nt|NEUTE1_148545	no
Nc|NCU04806	no	Nd|NEUDI1_126417	no	Nt|NEUTE1_124451	no
Nc|NCU04807	no	Nd|NEUDI1_79666	no	Nt|NEUTE1_48460	no
Nc|NCU04808	no	Nd|NEUDI1_126419	no	Nt|NEUTE1_124453	no
Nc|NCU04809	no	Nd|NEUDI1_98034	no	Nt|NEUTE1_87233	no
Nc|NCU04810	no	Nd|NEUDI1_98035	no	Nt|NEUTE1_148550	no
Nc|NCU04811	no	Nd|NEUDI1_155879	no	Nt|NEUTE1_68553	no
Nc|NCU04812	no	Nd|NEUDI1_139425	no	Nt|NEUTE1_131755	no
Nc|NCU04813	no	Nd|NEUDI1_98038	no	Nt|NEUTE1_68555	no
Nc|NCU04814	no	Nd|NEUDI1_155882	no	Nt|NEUTE1_124458	no
Nc|NCU04815	no	Nd|NEUDI1_162014	no	Nt|NEUTE1_124459	no
Nc|NCU04816	no	Nd|NEUDI1_79683	no	Nt|NEUTE1_87245	no
Nc|NCU04817	no	Nd|NEUDI1_79685	no	Nt|NEUTE1_87247	no
Nc|NCU04818	no	Nd|NEUDI1_79687	no	Nt|NEUTE1_124462	no
Nc|NCU04819	no	Nd|NEUDI1_98053	no	Nt|NEUTE1_49498	no
Nc|NCU04821	no	Nd|NEUDI1_155887	no	Nt|NEUTE1_124463	no
Nc|NCU04822	no	NONE	NA	NONE	NA
Nc|NCU04823	no	Nd|NEUDI1_126430	no	Nt|NEUTE1_68571	no
Nc|NCU04824	no	Nd|NEUDI1_98060	no	Nt|NEUTE1_68574	no
Nc|NCU04825	no	Nd|NEUDI1_111164	no	Nt|NEUTE1_124466	no
Nc|NCU04826	no	Nd|NEUDI1_79700	no	Nt|NEUTE1_131766	no
Nc|NCU04827	no	Nd|NEUDI1_126433	no	Nt|NEUTE1_50286	no
Nc|NCU04830	no	Nd|NEUDI1_60314,NEUDI1_167244	no,no	Nt|NEUTE1_68581,NEUTE1_87269	no,no
Nc|NCU04832	no	Nd|NEUDI1_98072	no	Nt|NEUTE1_87270	no
Nc|NCU04834	no	Nd|NEUDI1_79713	no	Nt|NEUTE1_87274	no
Nc|NCU04835	no	Nd|NEUDI1_111172	no	Nt|NEUTE1_118076,NEUTE1_13510	no,no
Nc|NCU04837	no	Nd|NEUDI1_79716	no	Nt|NEUTE1_49102	no
Nc|NCU04838	no	Nd|NEUDI1_98079	no	Nt|NEUTE1_68596	no
Nc|NCU04840	no	Nd|NEUDI1_98082	no	Nt|NEUTE1_148570	no
Nc|NCU04841	no	Nd|NEUDI1_111177,NEUDI1_98084	no,no	Nt|NEUTE1_68602	no
Nc|NCU04843	no	Nd|NEUDI1_155906	no	Nt|NEUTE1_103622	no
Nc|NCU04844	no	Nd|NEUDI1_155906	no	Nt|NEUTE1_68606	no
Nc|NCU04845	no	Nd|NEUDI1_167255,NEUDI1_98092	no,no	Nt|NEUTE1_87296	no
Nc|NCU04847	no	Nd|NEUDI1_98092	no	Nt|NEUTE1_87296	no
Nc|NCU04848	no	Nd|NEUDI1_126447	no	Nt|NEUTE1_87299	no
Nc|NCU04850	no	Nd|NEUDI1_98092	no	Nt|NEUTE1_87296	no
Nc|NCU04851	yes	Nd|NEUDI1_20100	no	Nt|NEUTE1_144855	no
Nc|NCU04852	yes	Nd|NEUDI1_114387	yes	Nt|NEUTE1_120645	no
Nc|NCU04853	yes	Nd|NEUDI1_20103	yes	Nt|NEUTE1_135741	no
Nc|NCU04854	no	Nd|NEUDI1_104857	no	Nt|NEUTE1_78015	no
Nc|NCU04855	no	Nd|NEUDI1_104860	no	Nt|NEUTE1_128259	no
Nc|NCU04856	no	Nd|NEUDI1_164170	no	Nt|NEUTE1_116219	no
Nc|NCU04857	no	Nd|NEUDI1_20108	no	Nt|NEUTE1_78026	no
Nc|NCU04859	yes	Nd|NEUDI1_129135	no	Nt|NEUTE1_144861	no
Nc|NCU04860	yes	Nd|NEUDI1_16254,NEUDI1_16253	yes,no	Nt|NEUTE1_98884	yes
Nc|NCU04861	yes	Nd|NEUDI1_86478	no	Nt|NEUTE1_37836	no
Nc|NCU04862	yes	Nd|NEUDI1_129137	no	Nt|NEUTE1_39592	no
Nc|NCU04865	no	Nd|NEUDI1_20115	no	Nt|NEUTE1_135752	no
Nc|NCU04866	no	Nd|NEUDI1_104878	no	Nt|NEUTE1_78029	no
Nc|NCU04867	yes	NONE	NA	NONE	NA
Nc|NCU04869	yes	Nd|NEUDI1_67913	yes	Nt|NEUTE1_98890	yes
Nc|NCU04870	yes	Nd|NEUDI1_67863	yes	Nt|NEUTE1_39932	yes
Nc|NCU04871	yes	Nd|NEUDI1_16261	no	Nt|NEUTE1_135757	no
Nc|NCU04872	no	Nd|NEUDI1_86486	no	Nt|NEUTE1_59351	no
Nc|NCU04873	no	NONE	NA	NONE	NA
Nc|NCU04874	yes	Nd|NEUDI1_67687	no	Nt|NEUTE1_78036	yes
Nc|NCU04875	yes	NONE	NA	Nt|NEUTE1_108261	yes
Nc|NCU04876	yes	NONE	NA	NONE	NA
Nc|NCU04877	yes	Nd|NEUDI1_114407	yes	Nt|NEUTE1_98895	yes
Nc|NCU04879	yes	Nd|NEUDI1_20127	yes	Nt|NEUTE1_98897	yes
Nc|NCU04880	yes	Nd|NEUDI1_104883	no	Nt|NEUTE1_59355	no
Nc|NCU04881	yes	Nd|NEUDI1_16270	no	Nt|NEUTE1_33512	yes
Nc|NCU04882	yes	Nd|NEUDI1_114413	yes	Nt|NEUTE1_17654	yes
Nc|NCU04883	yes	Nd|NEUDI1_129145	yes	Nt|NEUTE1_39580	yes
Nc|NCU04884	yes	Nd|NEUDI1_129146	yes	Nt|NEUTE1_78048	yes
Nc|NCU04885	no	Nd|NEUDI1_129147	no	Nt|NEUTE1_120659	no
Nc|NCU04886	no	Nd|NEUDI1_104898	yes	Nt|NEUTE1_78053	yes
Nc|NCU04887	yes	Nd|NEUDI1_158665	yes	Nt|NEUTE1_144873	yes
Nc|NCU04888	yes	Nd|NEUDI1_20140	yes	Nt|NEUTE1_135777	yes
Nc|NCU04889	yes	Nd|NEUDI1_67755	yes	Nt|NEUTE1_108275	yes
Nc|NCU04890	yes	Nd|NEUDI1_67755	yes	Nt|NEUTE1_108276	yes
Nc|NCU04891	yes	Nd|NEUDI1_114423	yes	Nt|NEUTE1_135779	no
Nc|NCU04892	yes	Nd|NEUDI1_114423	yes	Nt|NEUTE1_135779,NEUTE1_38714	no,no
Nc|NCU04893	yes	NONE	NA	Nt|NEUTE1_38714	yes
Nc|NCU04894	yes	NONE	NA	Nt|NEUTE1_38714	yes
Nc|NCU04896	yes	Nd|NEUDI1_20143	yes	Nt|NEUTE1_40727	no
Nc|NCU04897	yes	Nd|NEUDI1_114425	yes	Nt|NEUTE1_120664	yes
Nc|NCU04898	no	Nd|NEUDI1_86514	no	Nt|NEUTE1_78063	no
Nc|NCU04899	no	Nd|NEUDI1_169383	no	Nt|NEUTE1_59383	no
Nc|NCU04900	yes	Nd|NEUDI1_129153	no	Nt|NEUTE1_135787	yes
Nc|NCU04901	yes	NONE	NA	Nt|NEUTE1_135788	yes
Nc|NCU04902	no	Nd|NEUDI1_86520	no	Nt|NEUTE1_59384	no
Nc|NCU04903	no	Nd|NEUDI1_129155	no	Nt|NEUTE1_108290	no
Nc|NCU04904	no	Nd|NEUDI1_158670	no	Nt|NEUTE1_120669,NEUTE1_116226	no,no
Nc|NCU04905	no	Nd|NEUDI1_169387	no	Nt|NEUTE1_59387	no
Nc|NCU04906	no	Nd|NEUDI1_129158	no	Nt|NEUTE1_78072	no
Nc|NCU04907	no	Nd|NEUDI1_169389	yes	Nt|NEUTE1_116229	no
Nc|NCU04908	yes	Nd|NEUDI1_129166	yes	Nt|NEUTE1_78087	no
Nc|NCU04909	no	Nd|NEUDI1_169392	yes	Nt|NEUTE1_116235	no
Nc|NCU04910	no	Nd|NEUDI1_16297	yes	Nt|NEUTE1_144885	yes
Nc|NCU04911	yes	Nd|NEUDI1_142523	yes	Nt|NEUTE1_98927	yes
Nc|NCU04912	yes	Nd|NEUDI1_129163	yes	Nt|NEUTE1_128283	yes
Nc|NCU04913	yes	Nd|NEUDI1_129163	yes	Nt|NEUTE1_40572	yes
Nc|NCU04914	yes	Nd|NEUDI1_158674	yes	Nt|NEUTE1_116231	yes
Nc|NCU04915	yes	Nd|NEUDI1_20158,NEUDI1_16292	yes,no	Nt|NEUTE1_40312,NEUTE1_135797,NEUTE1_108297,NEUTE1_135798	yes,no,no,no
Nc|NCU04916	yes	NONE	NA	Nt|NEUTE1_98931	yes
Nc|NCU04917	yes	Nd|NEUDI1_169394	yes	Nt|NEUTE1_144890	yes
Nc|NCU04918	yes	NONE	NA	Nt|NEUTE1_40119	no
Nc|NCU04919	yes	NONE	NA	Nt|NEUTE1_135811	yes
Nc|NCU04920	yes	Nd|NEUDI1_114444	yes	Nt|NEUTE1_108309	yes
Nc|NCU04921	yes	Nd|NEUDI1_104948	yes	Nt|NEUTE1_120680	yes
Nc|NCU04922	yes	NONE	NA	NONE	NA
Nc|NCU04923	no	Nd|NEUDI1_169396	yes	Nt|NEUTE1_116240	no
Nc|NCU04924	no	Nd|NEUDI1_169395	yes	Nt|NEUTE1_116239	no
Nc|NCU04925	no	NONE	NA	Nt|NEUTE1_98934	no
Nc|NCU04926	yes	Nd|NEUDI1_142532	yes	Nt|NEUTE1_135819,NEUTE1_37960	yes,no
Nc|NCU04927	no	Nd|NEUDI1_104957	no	Nt|NEUTE1_78103	no
Nc|NCU04928	no	Nd|NEUDI1_129172	no	Nt|NEUTE1_116241	no
Nc|NCU04930	no	Nd|NEUDI1_169398	no	Nt|NEUTE1_116242	no
Nc|NCU04931	no	Nd|NEUDI1_169399	no	Nt|NEUTE1_116243	no
Nc|NCU04932	no	Nd|NEUDI1_169400	no	Nt|NEUTE1_120688	no
Nc|NCU04933	no	Nd|NEUDI1_67742	no	Nt|NEUTE1_38537	no
Nc|NCU04934	no	Nd|NEUDI1_142539	no	Nt|NEUTE1_135829	no
Nc|NCU04935	no	Nd|NEUDI1_67839	no	Nt|NEUTE1_116244,NEUTE1_78113	no,no
Nc|NCU04936	no	Nd|NEUDI1_104973	no	Nt|NEUTE1_120690	no
Nc|NCU04937	yes	NONE	NA	NONE	NA
Nc|NCU04938	no	Nd|NEUDI1_67556	no	Nt|NEUTE1_128299	no
Nc|NCU04939	no	Nd|NEUDI1_104976	no	Nt|NEUTE1_98949	no
Nc|NCU04940	no	Nd|NEUDI1_129178	no	Nt|NEUTE1_128300	no
Nc|NCU04941	no	Nd|NEUDI1_32057	no	Nt|NEUTE1_108328	no
Nc|NCU04942	no	Nd|NEUDI1_104982	no	Nt|NEUTE1_78126	no
Nc|NCU04943	no	Nd|NEUDI1_104984	no	Nt|NEUTE1_59447	no
Nc|NCU04944	no	Nd|NEUDI1_67724	no	Nt|NEUTE1_59447	no
Nc|NCU04945	no	Nd|NEUDI1_169403	no	Nt|NEUTE1_78134	no
Nc|NCU04946	no	Nd|NEUDI1_164200	no	Nt|NEUTE1_116247	no
Nc|NCU04947	no	Nd|NEUDI1_158697	no	Nt|NEUTE1_39539	no
Nc|NCU04948	no	Nd|NEUDI1_158697	no	NONE	NA
Nc|NCU04949	no	Nd|NEUDI1_158697	no	NONE	NA
Nc|NCU04950	no	Nd|NEUDI1_158697	no	Nt|NEUTE1_120698	no
Nc|NCU04951	no	Nd|NEUDI1_169406	no	Nt|NEUTE1_94144	no
Nc|NCU04952	no	Nd|NEUDI1_129186	no	Nt|NEUTE1_120700	no
Nc|NCU04953	no	Nd|NEUDI1_104999	no	Nt|NEUTE1_59461	no
Nc|NCU04954	no	Nd|NEUDI1_20201	no	Nt|NEUTE1_128310	no
Nc|NCU04955	no	Nd|NEUDI1_20202	no	NONE	NA
Nc|NCU04959	no	Nd|NEUDI1_158701	no	Nt|NEUTE1_116250,NEUTE1_128311	no,no
Nc|NCU04960	no	Nd|NEUDI1_158702	no	Nt|NEUTE1_38882	no
Nc|NCU04961	no	Nd|NEUDI1_20207	no	Nt|NEUTE1_38222	no
Nc|NCU04962	no	NONE	NA	Nt|NEUTE1_98967	no
Nc|NCU04963	no	Nd|NEUDI1_105007	no	Nt|NEUTE1_59468	no
Nc|NCU04974	no	NONE	NA	NONE	NA
Nc|NCU04983	no	Nd|NEUDI1_166314	no	Nt|NEUTE1_78153	no
Nc|NCU04984	no	Nd|NEUDI1_22790	no	Nt|NEUTE1_78156	no
Nc|NCU04986	no	Nd|NEUDI1_94483	no	Nt|NEUTE1_144920	no
Nc|NCU04987	no	Nd|NEUDI1_55481	no	Nt|NEUTE1_144921	no
Nc|NCU04988	no	Nd|NEUDI1_166313,NEUDI1_42679	no,no	Nt|NEUTE1_24513	no
Nc|NCU04990	no	Nd|NEUDI1_94477	no	Nt|NEUTE1_78166	no
Nc|NCU04991	yes	Nd|NEUDI1_113835	yes	Nt|NEUTE1_48858	yes
Nc|NCU04992	yes	Nd|NEUDI1_66874	yes	Nt|NEUTE1_48702	yes
Nc|NCU04994	yes	Nd|NEUDI1_113838	yes	Nt|NEUTE1_50122	yes
Nc|NCU04996	yes	Nd|NEUDI1_169102	yes	Nt|NEUTE1_125041	yes
Nc|NCU04997	yes	Nd|NEUDI1_19488	yes	Nt|NEUTE1_149100	yes
Nc|NCU04998	no	Nd|NEUDI1_128717	yes	NONE	NA
Nc|NCU05000	no	Nd|NEUDI1_103814	yes	Nt|NEUTE1_132269	yes
Nc|NCU05001	no	Nd|NEUDI1_19496	yes	Nt|NEUTE1_49110,NEUTE1_88584	yes,no
Nc|NCU05004	no	Nd|NEUDI1_113849	yes	Nt|NEUTE1_88581	no
Nc|NCU05005	no	Nd|NEUDI1_66569	yes	Nt|NEUTE1_88576,NEUTE1_88581	no,no
Nc|NCU05006	no	Nd|NEUDI1_85439	yes	Nt|NEUTE1_149089	no
Nc|NCU05007	no	Nd|NEUDI1_103830	no	Nt|NEUTE1_88572	no
Nc|NCU05008	no	Nd|NEUDI1_103832	no	Nt|NEUTE1_118347	no
Nc|NCU05009	no	Nd|NEUDI1_19505,NEUDI1_163906	no,no	Nt|NEUTE1_69888	no
Nc|NCU05010	no	Nd|NEUDI1_103837	no	Nt|NEUTE1_132257	no
Nc|NCU05011	no	Nd|NEUDI1_158247	no	Nt|NEUTE1_48841	no
Nc|NCU05012	no	Nd|NEUDI1_103841	yes	Nt|NEUTE1_125022	no
Nc|NCU05013	no	Nd|NEUDI1_158249,NEUDI1_128729	yes,no	Nt|NEUTE1_149083	no
Nc|NCU05014	no	Nd|NEUDI1_128729	yes	Nt|NEUTE1_149082	no
Nc|NCU05015	no	Nd|NEUDI1_19511	yes	Nt|NEUTE1_113339	no
