GENE	LEN
NCU05216	502
NCU00825	560
NCU09564	590
NCU01545	121
NCU12068	406
NCU02470	332
NCU03151	166
NCU06561	201
NCU04081	504
NCU09362	994
NCU05989	141
NCU02309	140
NCU00956	369
NCU02618	457
NCU04396	602
NCU03465	72
NCU04209	248
NCU04624	700
NCU03387	853
NCU07330	647
NCU02805	219
NCU08275	508
NCU03763	525
NCU05850	611
NCU06140	345
NCU03174	507
NCU11170	717
NCU00124	1568
NCU09994	511
NCU04245	622
NCU06821	711
NCU08604	1518
NCU01565	787
NCU03769	328
NCU09885	438
NCU09746	725
NCU00519	251
NCU03082	525
NCU11282	849
NCU07753	814
NCU01095	586
NCU09310	576
NCU10861	241
NCU08901	882
NCU04838	1675
NCU09309	291
NCU03253	538
NCU09615	578
NCU01448	191
NCU04845	312
NCU09450	1188
NCU00697	497
NCU11989	134
NCU06786	161
NCU09933	373
NCU06054	481
NCU02680	600
NCU03459	275
NCU09037	676
NCU08977	763
NCU06215	937
NCU12011	753
NCU05934	400
NCU02746	481
NCU06748	214
NCU11634	543
NCU04580	331
NCU03657	834
NCU06549	252
NCU08741	862
NCU09807	1452
NCU03547	91
NCU06018	442
NCU09681	589
NCU06862	716
NCU02019	453
NCU06294	3163
NCU03064	648
NCU01989	288
NCU01642	2640
NCU07117	526
NCU04151	279
NCU06710	657
NCU08716	529
NCU09238	364
NCU03178	528
NCU09103	554
NCU04035	1035
NCU04162	108
NCU01623	837
NCU11338	80
NCU02430	621
NCU12024	363
NCU11386	355
NCU11458	107
NCU00569	134
NCU07477	1214
NCU03501	411
NCU01530	227
NCU08701	1270
NCU10189	549
NCU04436	304
NCU09410	669
NCU03795	385
NCU06336	716
NCU00712	1173
NCU08615	700
NCU07371	209
NCU05221	218
NCU01499	641
NCU02005	311
NCU11531	378
NCU06220	500
NCU06613	454
NCU07265	235
NCU06871	1955
NCU04159	194
NCU00267	198
NCU11371	398
NCU06265	887
NCU07508	540
NCU03834	609
NCU00413	254
NCU08148	622
NCU06942	441
NCU02078	713
NCU00904	595
NCU02514	551
NCU02872	618
NCU08823	213
NCU08002	643
NCU11660	875
NCU02903	482
NCU10458	448
NCU06946	1060
NCU02678	400
NCU04721	771
NCU01199	259
NCU11944	116
NCU01216	800
NCU06144	1200
NCU11319	315
NCU06612	1043
NCU01998	520
NCU12164	254
NCU03098	679
NCU06416	333
NCU03980	550
NCU00821	562
NCU06877	491
NCU04044	493
NCU02614	182
NCU04454	599
NCU00396	1203
NCU00596	384
NCU08374	385
NCU04823	364
NCU00700	437
NCU05604	607
NCU02716	611
NCU11724	220
NCU04850	767
NCU07701	596
NCU01929	656
NCU08928	917
NCU02109	487
NCU01849	385
NCU03653	236
NCU06218	878
NCU08645	168
NCU03402	893
NCU00352	1360
NCU07175	573
NCU04487	302
NCU10231	187
NCU11799	107
NCU07503	170
NCU05650	1094
NCU08150	299
NCU03979	439
NCU09823	464
NCU09068	1036
NCU09538	462
NCU12040	126
NCU09647	326
NCU03498	693
NCU10798	224
NCU00273	1762
NCU01161	737
NCU11586	1004
NCU03541	370
NCU04783	597
NCU03782	133
NCU11494	78
NCU07202	543
NCU00375	124
NCU09242	164
NCU03171	801
NCU06185	245
NCU08677	82
NCU00688	545
NCU05750	327
NCU00329	892
NCU00620	526
NCU03007	385
NCU08860	132
NCU00552	595
NCU03736	338
NCU02790	762
NCU01112	256
NCU03067	451
NCU01409	721
NCU01209	520
NCU06981	353
NCU02020	961
NCU04080	429
NCU09691	130
NCU02112	1808
NCU04673	882
NCU06826	715
NCU11785	771
NCU01898	399
NCU04261	266
NCU02108	162
NCU02658	299
NCU00939	1542
NCU03244	531
NCU01506	329
NCU10046	172
NCU05212	794
NCU08480	579
NCU04771	502
NCU01036	761
NCU01345	545
NCU06250	751
NCU03993	301
NCU12098	514
NCU11677	276
NCU01317	165
NCU09439	284
NCU09522	462
NCU07500	405
NCU05841	387
NCU02799	314
NCU03996	396
NCU06921	543
NCU00503	781
NCU10772	207
NCU01908	1069
NCU07276	1551
NCU08506	220
NCU03218	493
NCU07864	549
NCU01993	436
NCU06406	419
NCU07502	765
NCU03159	357
NCU03894	954
NCU11751	108
NCU03039	584
NCU00421	732
NCU09270	1025
NCU01186	748
NCU02688	449
NCU01068	465
NCU02314	1141
NCU05870	566
NCU00806	238
NCU06217	772
NCU08276	1515
NCU01454	348
NCU05756	449
NCU00261	585
NCU03784	1247
NCU01338	281
NCU03220	1723
NCU01657	315
NCU04477	389
NCU09092	467
NCU06074	449
NCU03803	292
NCU05680	503
NCU05308	831
NCU08811	496
NCU02974	438
NCU00721	550
NCU03184	305
NCU00067	90
NCU08034	247
NCU04212	511
NCU06892	117
NCU07476	668
NCU02780	198
NCU09097	944
NCU01138	345
NCU05513	618
NCU10400	912
NCU07674	598
NCU04065	757
NCU02834	516
NCU00364	337
NCU03997	96
NCU01070	199
NCU07755	409
NCU11470	101
NCU04542	224
NCU01024	313
NCU01325	264
NCU03537	597
NCU02914	780
NCU11519	146
NCU04267	605
NCU08066	527
NCU05340	377
NCU04314	140
NCU05029	716
NCU00071	189
NCU02648	522
NCU02552	467
NCU05753	580
NCU08987	168
NCU00494	804
NCU03901	367
NCU07821	553
NCU01364	359
NCU01823	2557
NCU02022	633
NCU02158	504
NCU04474	518
NCU00234	662
NCU07008	526
NCU03538	508
NCU03777	508
NCU00829	679
NCU05705	128
NCU05219	1248
NCU09719	293
NCU02321	682
NCU04276	99
NCU01866	413
NCU06603	242
NCU06052	514
NCU04282	101
NCU08672	107
NCU02741	353
NCU08955	317
NCU11625	605
NCU00824	646
NCU04213	121
NCU00906	511
NCU03112	343
NCU06636	287
NCU05894	415
NCU11863	824
NCU05128	553
NCU07703	399
NCU11795	401
NCU08927	406
NCU03981	568
NCU04634	480
NCU02757	383
NCU08926	2051
NCU00929	1320
NCU08380	396
NCU04270	719
NCU03125	795
NCU01752	617
NCU02424	517
NCU05225	673
NCU07906	258
NCU00377	732
NCU06762	314
NCU09735	331
NCU09116	560
NCU02095	314
NCU03944	618
NCU02703	164
NCU03338	497
NCU05538	268
NCU02636	162
NCU06277	795
NCU03780	126
NCU02717	695
NCU09007	1444
NCU08273	738
NCU09121	666
NCU04262	456
NCU02853	993
NCU02213	612
NCU03634	233
NCU00169	700
NCU06682	99
NCU05552	443
NCU12123	254
NCU11755	485
NCU05805	546
NCU12056	319
NCU03385	220
NCU07489	531
NCU04623	1020
NCU05311	330
NCU02380	788
NCU04429	557
NCU05052	100
NCU04206	329
NCU03756	688
NCU02267	606
NCU06227	305
NCU12160	167
NCU03601	315
NCU08337	368
NCU05632	728
NCU01538	609
NCU00541	414
NCU06233	843
NCU03492	371
NCU11188	2492
NCU10903	144
NCU01111	474
NCU02654	375
NCU01543	761
NCU10793	115
NCU04837	307
NCU01134	624
NCU07849	538
NCU00951	444
NCU02781	368
NCU01353	725
NCU03590	436
NCU00365	65
NCU04207	870
NCU07496	1611
NCU08925	548
NCU03130	290
NCU02354	1206
NCU09058	343
NCU09565	550
NCU04111	555
NCU11118	146
NCU06104	421
NCU01923	94
NCU12159	252
NCU03509	636
NCU04524	114
NCU01521	317
NCU07691	1219
NCU04237	256
NCU08991	171
NCU08613	155
NCU02181	261
NCU12037	101
NCU07348	460
NCU03767	922
NCU07536	423
NCU02612	1125
NCU05625	418
NCU03138	320
NCU05141	90
NCU11268	538
NCU07527	693
NCU02115	953
NCU07331	390
NCU04780	403
NCU01884	1053
NCU08092	331
NCU09463	1123
NCU00039	622
NCU08738	601
NCU00493	512
NCU01820	1078
NCU02880	166
NCU05577	849
NCU09868	131
NCU08476	371
NCU01568	335
NCU02601	267
NCU02606	719
NCU07709	441
NCU11159	259
NCU04336	158
NCU02751	1233
NCU03328	231
NCU00467	336
NCU10775	581
NCU04732	633
NCU01894	348
NCU01889	357
NCU04208	1045
NCU01692	469
NCU02759	317
NCU03103	1483
NCU11781	151
NCU07046	341
NCU11301	1270
NCU07305	512
NCU10423	1686
NCU05637	711
NCU04583	250
NCU06367	312
NCU02271	466
NCU10498	125
NCU09443	1623
NCU05951	393
NCU04643	565
NCU02497	1024
NCU04800	1145
NCU04156	256
NCU11947	248
NCU00662	288
NCU01175	347
NCU06342	978
NCU06022	340
NCU03883	127
NCU08867	96
NCU06112	545
NCU08578	418
NCU06696	1464
NCU06153	584
NCU11300	106
NCU12145	648
NCU07911	811
NCU07766	534
NCU04179	507
NCU02536	490
NCU04192	535
NCU03407	268
NCU08334	1055
NCU09788	622
NCU07255	640
NCU07727	130
NCU01607	412
NCU11921	482
NCU05285	449
NCU03490	664
NCU12144	833
NCU01572	836
NCU05652	110
NCU02814	702
NCU02720	955
NCU00600	207
NCU09311	475
NCU11985	340
NCU07671	269
NCU00269	954
NCU04428	825
NCU03589	227
NCU07771	427
NCU02943	540
NCU01057	409
NCU03562	937
NCU03528	241
NCU01965	1050
NCU11885	317
NCU08957	1401
NCU00056	435
NCU08376	591
NCU06289	274
NCU09135	554
NCU01052	113
NCU03681	598
NCU06508	1122
NCU12121	238
NCU05227	171
NCU05198	562
NCU04796	419
NCU03068	248
NCU06966	188
NCU03248	460
NCU03045	1252
NCU02250	147
NCU09543	285
NCU00814	430
NCU01326	263
NCU01424	137
NCU03694	544
NCU11629	214
NCU05287	263
NCU03730	475
NCU04320	457
NCU01897	324
NCU07474	336
NCU01803	458
NCU06804	641
NCU11838	113
NCU11924	261
NCU11326	353
NCU03572	570
NCU02010	625
NCU11492	1429
NCU06585	1040
NCU05798	685
NCU08456	294
NCU03504	524
NCU08695	344
NCU00415	1026
NCU06520	814
NCU01546	409
NCU07192	838
NCU00923	442
NCU09575	578
NCU02383	575
NCU06038	124
NCU03329	294
NCU07203	239
NCU02274	480
NCU11447	151
NCU00197	133
NCU00182	554
NCU06529	95
NCU02507	139
NCU09540	601
NCU09419	561
NCU06868	1052
NCU00085	902
NCU05960	593
NCU08508	79
NCU01119	749
NCU04385	779
NCU11509	522
NCU02338	280
NCU00487	311
NCU04289	452
NCU11691	370
NCU04005	441
NCU06772	755
NCU06148	771
NCU00461	1051
NCU09580	643
NCU06011	1217
NCU02925	448
NCU09784	310
NCU12173	200
NCU04260	406
NCU01720	373
NCU07013	365
NCU06581	268
NCU05493	656
NCU01177	338
NCU03113	595
NCU04443	336
NCU07298	444
NCU06702	168
NCU05222	247
NCU00524	364
NCU01526	150
NCU05246	1111
NCU08032	315
NCU07450	347
NCU01059	610
NCU07537	676
NCU05880	1259
NCU02463	287
NCU06975	569
NCU01351	369
NCU04671	748
NCU12046	152
NCU06143	1065
NCU03225	1113
NCU09559	865
NCU00823	338
NCU04379	190
NCU04198	692
NCU09864	469
NCU00188	968
NCU07250	132
NCU03891	237
NCU02878	438
NCU02249	742
NCU02951	161
NCU01865	665
NCU11762	127
NCU11769	347
NCU08984	404
NCU09517	381
NCU05382	120
NCU04809	518
NCU05941	344
NCU02870	513
NCU01225	235
NCU02120	1722
NCU02125	202
NCU07559	499
NCU06152	396
NCU11953	1686
NCU01652	454
NCU06369	420
NCU04772	853
NCU03708	325
NCU11978	754
NCU06724	362
NCU02884	220
NCU01067	427
NCU08694	796
NCU07808	106
NCU08623	132
NCU00554	362
NCU00403	648
NCU01515	337
NCU07981	1010
NCU09212	612
NCU01597	2837
NCU07915	279
NCU09094	352
NCU06436	647
NCU07661	297
NCU01443	465
NCU00875	535
NCU10683	301
NCU00152	1414
NCU09422	302
NCU07544	724
NCU03992	649
NCU00112	684
NCU08365	278
NCU04180	351
NCU04222	815
NCU00422	410
NCU01566	283
NCU06467	408
NCU02657	395
NCU10270	243
NCU06365	1175
NCU01447	138
NCU03819	2084
NCU06464	170
NCU11503	362
NCU05833	1033
NCU08965	695
NCU11976	223
NCU06419	518
NCU02121	650
NCU01673	239
NCU09567	437
NCU00890	854
NCU02414	746
NCU02583	1044
NCU10044	490
NCU01156	853
NCU00282	901
NCU11805	90
NCU03483	1367
NCU11616	107
NCU10467	357
NCU02596	143
NCU03792	1206
NCU06244	86
NCU04112	1565
NCU02012	930
NCU04781	86
NCU07188	410
NCU00643	363
NCU11128	132
NCU00265	314
NCU11748	911
NCU11065	374
NCU03798	194
NCU11665	124
NCU08877	169
NCU06782	404
NCU05988	225
NCU00470	478
NCU07308	1864
NCU02339	363
NCU03707	103
NCU02165	991
NCU04373	1102
NCU03258	529
NCU07554	1205
NCU03334	142
NCU07858	168
NCU05315	665
NCU04416	208
NCU05780	236
NCU02160	200
NCU08011	469
NCU01042	355
NCU07491	359
NCU02525	1171
NCU12027	717
NCU00092	269
NCU07937	565
NCU08703	301
NCU04471	250
NCU04439	823
NCU07269	823
NCU06974	316
NCU11050	1368
NCU02061	225
NCU01740	114
NCU07121	732
NCU11399	517
NCU03791	143
NCU03750	242
NCU09057	273
NCU09436	271
NCU07850	524
NCU02422	908
NCU04066	556
NCU10810	588
NCU03669	831
NCU11177	634
NCU00633	370
NCU01210	795
NCU03613	425
NCU06222	691
NCU00046	856
NCU05206	356
NCU04585	1089
NCU04558	430
NCU07837	1173
NCU00116	271
NCU05584	288
NCU11770	489
NCU06766	1539
NCU10142	323
NCU02924	342
NCU01783	263
NCU00525	295
NCU01442	530
NCU00395	527
NCU00102	372
NCU11942	332
NCU08882	370
NCU11676	670
NCU08514	541
NCU07725	269
NCU05133	459
NCU04730	938
NCU04554	401
NCU08279	1044
NCU04123	122
NCU11522	313
NCU04058	306
NCU02184	1434
NCU06236	312
NCU05588	768
NCU03973	566
NCU09088	386
NCU08718	410
NCU04100	706
NCU08378	849
NCU08364	628
NCU07430	224
NCU11551	569
NCU05635	584
NCU09365	661
NCU09025	647
NCU01532	278
NCU07746	216
NCU07776	190
NCU02306	93
NCU06976	4389
NCU05199	1263
NCU02706	227
NCU09423	249
NCU01992	916
NCU09508	266
NCU06246	625
NCU01601	188
NCU05400	1037
NCU11480	494
NCU06480	212
NCU06320	604
NCU06026	537
NCU00562	578
NCU07730	446
NCU06005	584
NCU06447	190
NCU06571	329
NCU01049	472
NCU00528	797
NCU01360	105
NCU11426	1057
NCU06251	371
NCU06099	676
NCU01190	343
NCU08435	1351
NCU09145	97
NCU02064	280
NCU11868	161
NCU09321	550
NCU09811	506
NCU02549	476
NCU08048	431
NCU06203	255
NCU03210	379
NCU00900	607
NCU02056	476
NCU01385	104
NCU02326	432
NCU06999	1217
NCU06069	131
NCU01078	442
NCU05965	355
NCU07347	764
NCU07521	755
NCU11637	100
NCU00121	919
NCU01165	412
NCU03315	407
NCU00943	692
NCU11773	494
NCU07358	1206
NCU03964	1072
NCU00969	186
NCU01211	400
NCU05600	633
NCU09435	1167
NCU02727	477
NCU04342	321
NCU06523	608
NCU03413	316
NCU05598	540
NCU02030	143
NCU02567	292
NCU06425	284
NCU08699	412
NCU00304	386
NCU01270	501
NCU08267	2066
NCU08889	1771
NCU00161	970
NCU00868	250
NCU04019	317
NCU11883	133
NCU08553	130
NCU05777	788
NCU06068	1105
NCU07920	739
NCU01780	368
NCU01667	385
NCU09690	354
NCU04306	437
NCU10546	576
NCU05710	343
NCU03350	1375
NCU02343	667
NCU04140	175
NCU03118	372
NCU03197	529
NCU03788	525
NCU00547	647
NCU06226	156
NCU03754	1852
NCU09571	619
NCU00306	609
NCU08331	1024
NCU06763	323
NCU01705	476
NCU09401	909
NCU11919	123
NCU04550	501
NCU02203	838
NCU03051	964
NCU01596	424
NCU03071	1367
NCU01101	130
NCU08853	876
NCU01379	3895
NCU01174	673
NCU06655	436
NCU09002	93
NCU03241	467
NCU00380	485
NCU01113	496
NCU00711	624
NCU08445	590
NCU02791	1286
NCU07896	739
NCU02582	594
NCU05545	1187
NCU02640	123
NCU03106	336
NCU03603	83
NCU11753	331
NCU05943	1050
NCU11218	308
NCU07982	689
NCU02676	373
NCU08029	338
NCU03429	242
NCU08001	1012
NCU08291	421
NCU04409	207
NCU06707	711
NCU05033	563
NCU06319	492
NCU01738	358
NCU07973	114
NCU02656	950
NCU05855	472
NCU00406	833
NCU03054	387
NCU00586	273
NCU03104	1277
NCU02931	659
NCU02627	339
NCU02243	551
NCU00606	262
NCU01461	1325
NCU03778	119
NCU09233	271
NCU03507	433
NCU08744	399
NCU09869	1508
NCU11955	309
NCU09035	284
NCU09825	630
NCU07557	1141
NCU04419	453
NCU08946	276
NCU04577	443
NCU12084	109
NCU03512	451
NCU00303	255
NCU01819	237
NCU02589	630
NCU03921	772
NCU00718	101
NCU06012	254
NCU00925	663
NCU00310	1142
NCU07069	315
NCU01048	541
NCU04393	323
NCU03811	1829
NCU04309	244
NCU09813	99
NCU08966	1221
NCU06731	720
NCU02170	725
NCU07035	1011
NCU04126	100
NCU08475	328
NCU05927	719
NCU02361	467
NCU00436	918
NCU00830	254
NCU08473	1736
NCU04503	482
NCU07042	366
NCU10776	394
NCU03148	152
NCU01984	1007
NCU04354	684
NCU11972	135
NCU08397	864
NCU00224	100
NCU07699	793
NCU04514	904
NCU04611	1407
NCU07924	1435
NCU08956	279
NCU07020	662
NCU08597	1513
NCU04413	239
NCU05525	372
NCU06020	398
NCU01985	573
NCU11516	170
NCU11203	322
NCU00232	1099
NCU11685	413
NCU04229	1178
NCU00283	435
NCU03802	527
NCU05800	225
NCU04827	1353
NCU04410	840
NCU04444	1847
NCU06454	196
NCU06444	861
NCU03863	424
NCU09352	579
NCU02023	590
NCU04335	757
NCU00676	431
NCU09265	565
NCU07553	348
NCU04933	277
NCU08742	435
NCU09230	417
NCU03644	111
NCU03124	336
NCU08340	185
NCU04113	915
NCU06035	231
NCU08367	258
NCU04374	576
NCU08644	160
NCU08983	632
NCU02565	508
NCU04174	172
NCU05342	392
NCU11178	188
NCU01633	532
NCU05386	481
NCU04506	419
NCU11340	171
NCU03189	332
NCU04944	368
NCU01809	884
NCU07386	310
NCU09139	608
NCU02977	364
NCU02550	874
NCU01085	867
NCU04544	978
NCU02369	379
NCU03369	382
NCU03970	237
NCU03893	364
NCU04317	207
NCU00090	621
NCU12128	123
NCU00432	1275
NCU02104	473
NCU12136	213
NCU01081	530
NCU09389	104
NCU11228	1112
NCU05858	1134
NCU08035	264
NCU03701	151
NCU09895	295
NCU07762	505
NCU00563	449
NCU10904	579
NCU03297	358
NCU03643	893
NCU03678	503
NCU06117	595
NCU06951	469
NCU06654	835
NCU01704	392
NCU06879	124
NCU05390	319
NCU06123	827
NCU03627	599
NCU02041	195
NCU04051	749
NCU11764	220
NCU01102	462
NCU09911	287
NCU02926	500
NCU00478	834
NCU06405	404
NCU11702	404
NCU04569	1375
NCU03781	386
NCU02278	614
NCU09862	341
NCU02806	262
NCU08452	1133
NCU06958	236
NCU10262	632
NCU00346	354
NCU01103	174
NCU04942	530
NCU00274	2939
NCU01343	221
NCU00498	808
NCU00159	264
NCU02063	805
NCU01615	975
NCU09516	1222
NCU07378	1943
NCU04727	410
NCU01106	649
NCU09977	309
NCU04645	445
NCU00202	606
NCU01275	363
NCU04561	321
NCU04165	417
NCU10019	390
NCU06209	140
NCU07949	2912
NCU01895	1114
NCU07392	696
NCU08028	228
NCU05924	329
NCU11949	143
NCU07851	325
NCU05957	560
NCU03552	379
NCU06141	511
NCU01206	1188
NCU06785	670
NCU08898	784
NCU00195	512
NCU00440	358
NCU04791	336
NCU11561	161
NCU02989	452
NCU03972	492
NCU05925	678
NCU02316	509
NCU03461	824
NCU06611	515
NCU06824	454
NCU03435	838
NCU08807	430
NCU11738	494
NCU04254	1646
NCU03717	282
NCU12033	203
NCU11278	438
NCU08997	587
NCU09700	557
NCU01830	412
NCU05264	244
NCU09355	246
NCU04266	91
NCU07952	710
NCU03641	851
NCU06791	659
NCU04259	696
NCU00766	172
NCU02885	602
NCU07798	529
NCU05961	404
NCU03358	346
NCU02941	226
NCU01828	60
NCU06629	469
NCU04381	309
NCU03633	528
NCU07322	327
NCU09742	552
NCU02013	163
NCU09259	625
NCU00339	233
NCU11903	128
NCU05820	505
NCU11585	981
NCU05517	337
NCU11567	163
NCU00984	1086
NCU03018	623
NCU08033	992
NCU07421	332
NCU09056	770
NCU03647	1062
NCU00333	213
NCU00166	278
NCU03878	1004
NCU06374	710
NCU09470	470
NCU01500	333
NCU11727	330
NCU05220	101
NCU00459	3054
NCU04219	730
NCU00644	187
NCU02124	255
NCU10747	1263
NCU11357	478
NCU04138	219
NCU08670	442
NCU02598	55
NCU12070	232
NCU04633	829
NCU04411	436
NCU09327	1117
NCU00289	659
NCU03191	490
NCU06290	462
NCU04231	697
NCU11696	102
NCU04015	724
NCU08792	762
NCU09792	462
NCU01268	317
NCU11798	142
NCU06341	526
NCU11462	487
NCU02747	1285
NCU01421	528
NCU03899	743
NCU10028	352
NCU04007	1370
NCU04495	442
NCU11406	441
NCU08000	935
NCU11649	228
NCU04095	1326
NCU10557	642
NCU08922	205
NCU00018	824
NCU04588	222
NCU06557	844
NCU11957	116
NCU05213	910
NCU01257	436
NCU04657	359
NCU03079	847
NCU03757	361
NCU06536	1049
NCU11916	569
NCU08700	1043
NCU00774	377
NCU07885	377
NCU06086	274
NCU05516	708
NCU01706	438
NCU08967	596
NCU04455	701
NCU03654	516
NCU07763	353
NCU07721	902
NCU09673	436
NCU04343	876
NCU01587	154
NCU08290	645
NCU06008	426
NCU08692	1165
NCU07811	438
NCU05389	1100
NCU00783	95
NCU06687	706
NCU06738	1256
NCU04470	273
NCU06524	264
NCU06450	258
NCU02811	526
NCU04525	202
NCU01724	653
NCU06439	126
NCU01975	278
NCU03192	57
NCU03165	100
NCU03466	734
NCU09679	520
NCU01187	1646
NCU00945	759
NCU04631	1133
NCU00531	61
NCU02793	10738
NCU03015	600
NCU01517	663
NCU00468	434
NCU01144	505
NCU10314	623
NCU01308	110
NCU00387	368
NCU06881	516
NCU00650	879
NCU12150	486
NCU03146	583
NCU07563	439
NCU09104	2300
NCU00549	309
NCU03505	1977
NCU07888	272
NCU08165	411
NCU02930	329
NCU06098	812
NCU09267	1105
NCU04467	86
NCU03502	557
NCU11984	92
NCU11771	385
NCU11925	441
NCU02767	144
NCU04426	390
NCU08484	879
NCU10360	542
NCU04811	323
NCU03950	500
NCU11479	311
NCU07027	887
NCU09569	533
NCU00887	229
NCU11967	1054
NCU04594	243
NCU03182	66
NCU06473	430
NCU05391	167
NCU07816	650
NCU00199	1858
NCU04635	182
NCU09808	801
NCU03122	534
NCU01750	264
NCU06435	778
NCU06610	308
NCU05537	429
NCU04125	1266
NCU04647	379
NCU04025	456
NCU08132	2374
NCU08039	359
NCU02803	728
NCU04468	634
NCU10059	538
NCU01640	693
NCU10652	543
NCU02584	389
NCU11173	523
NCU06503	808
NCU07268	758
NCU11498	171
NCU11238	618
NCU09843	556
NCU04363	690
NCU11869	989
NCU07715	712
NCU00793	929
NCU02033	757
NCU01191	288
NCU03890	581
NCU03351	937
NCU01980	505
NCU04636	505
NCU02226	388
NCU01563	345
NCU09308	607
NCU00496	612
NCU06007	160
NCU07678	479
NCU06000	355
NCU08366	519
NCU02724	532
NCU11012	160
NCU07845	157
NCU11196	262
NCU06915	349
NCU03790	727
NCU08185	386
NCU00667	167
NCU06964	429
NCU03828	307
NCU06706	336
NCU04364	1133
NCU01953	1983
NCU08184	223
NCU04834	1532
NCU03511	344
NCU09476	97
NCU00226	616
NCU01254	671
NCU07368	286
NCU03481	1344
NCU01417	710
NCU01815	261
NCU03123	1354
NCU09741	692
NCU09485	1005
NCU05862	571
NCU08281	872
NCU03628	922
NCU00916	812
NCU00418	124
NCU01392	126
NCU07445	801
NCU04766	2098
NCU00281	1310
NCU04268	411
NCU08858	581
NCU11068	400
NCU11258	99
NCU05810	316
NCU03217	548
NCU06493	353
NCU11619	1380
NCU10272	464
NCU11246	901
NCU04062	406
NCU11621	371
NCU03682	289
NCU04448	566
NCU01470	559
NCU07946	779
NCU06817	217
NCU00388	1609
NCU06556	147
NCU08733	459
NCU01452	256
NCU08382	865
NCU09154	241
NCU04390	847
NCU06998	353
NCU09093	593
NCU00671	2662
NCU03787	866
NCU00567	871
NCU07679	1179
NCU02594	1176
NCU01335	1511
NCU09203	430
NCU06577	299
NCU02919	196
NCU12047	376
NCU05007	666
NCU02468	509
NCU03467	117
NCU03370	183
NCU02230	937
NCU02161	599
NCU09980	834
NCU08152	537
NCU11273	1062
NCU00854	385
NCU11659	510
NCU05959	228
NCU00784	683
NCU05238	1538
NCU00183	568
NCU05631	253
NCU02429	546
NCU03149	404
NCU00351	125
NCU07029	1265
NCU03809	360
NCU04037	434
NCU00730	1014
NCU07943	267
NCU02940	664
NCU07529	211
NCU00414	454
NCU11279	206
NCU11877	109
NCU03308	391
NCU02573	208
NCU01087	379
NCU03296	341
NCU01283	1417
NCU00983	439
NCU04640	323
NCU08135	1252
NCU04071	366
NCU10067	289
NCU02152	379
NCU00332	560
NCU07565	1161
NCU06576	409
NCU04478	718
NCU05622	958
NCU07400	872
NCU09898	1112
NCU00882	321
NCU07014	146
NCU06926	414
NCU05296	895
NCU10675	607
NCU06783	487
NCU06457	580
NCU05802	1491
NCU06083	248
NCU07473	1361
NCU04785	878
NCU02819	573
NCU04529	125
NCU00575	530
NCU07841	577
NCU11251	526
NCU07172	556
NCU03597	667
NCU05852	253
NCU00108	420
NCU02221	253
NCU11397	577
NCU04150	324
NCU04814	785
NCU05298	984
NCU06565	825
NCU09210	513
NCU04098	165
NCU05987	1123
NCU11537	391
NCU07540	179
NCU02199	345
NCU02001	334
NCU03137	843
NCU05381	461
NCU01092	314
NCU00327	179
NCU02685	2209
NCU02665	678
NCU01072	331
NCU10080	902
NCU09438	1444
NCU00104	927
NCU06175	623
NCU03598	526
NCU07541	553
NCU02048	1345
NCU10506	509
NCU10009	1478
NCU09710	591
NCU06563	320
NCU03267	684
NCU01901	1193
NCU02949	341
NCU07558	550
NCU01702	1161
NCU06485	436
NCU03425	553
NCU03300	247
NCU08272	501
NCU00713	297
NCU01910	2103
NCU06271	931
NCU07334	560
NCU08031	389
NCU02333	358
NCU05783	654
NCU09432	999
NCU02898	1421
NCU04333	979
NCU07264	175
NCU06390	662
NCU00484	165
NCU02218	1026
NCU02002	1031
NCU07374	755
NCU09770	525
NCU00970	337
NCU08371	752
NCU08336	648
NCU04357	276
NCU02228	517
NCU10905	1147
NCU00037	660
NCU11513	431
NCU10610	317
NCU01758	684
NCU03076	601
NCU08643	503
NCU02875	323
NCU06170	366
NCU06605	1158
NCU01567	448
NCU11880	881
NCU03874	256
NCU08717	554
NCU06101	263
NCU07457	645
NCU07320	400
NCU01796	552
NCU01302	422
NCU03384	273
NCU02499	238
NCU03356	611
NCU08124	599
NCU10155	851
NCU07024	358
NCU04847	393
NCU10622	247
NCU10935	108
NCU09686	650
NCU02527	730
NCU01033	940
NCU03287	424
NCU11591	116
NCU00034	313
NCU09208	702
NCU06734	893
NCU06402	306
NCU05009	219
NCU02966	504
NCU08724	241
NCU02252	519
NCU00920	962
NCU04355	867
NCU11320	433
NCU01942	140
NCU11308	108
NCU10049	157
NCU05587	446
NCU04548	2259
NCU07513	1325
NCU01267	598
NCU00862	509
NCU02320	957
NCU04499	329
NCU03331	560
NCU01430	685
NCU02694	604
NCU07692	734
NCU01790	169
NCU09387	614
NCU02519	444
NCU11772	823
NCU03383	193
NCU07433	1357
NCU09778	328
NCU02089	750
NCU07931	363
NCU09356	554
NCU08321	93
NCU02119	1000
NCU00189	150
NCU07040	152
NCU04797	350
NCU06526	523
NCU05535	308
NCU00076	600
NCU00007	778
NCU09426	137
NCU01077	251
NCU03861	692
NCU03621	1404
NCU12031	502
NCU04754	405
NCU10507	238
NCU08750	514
NCU02817	200
NCU00950	487
NCU09089	62
NCU00431	154
NCU04047	502
NCU02695	324
NCU06630	327
NCU07335	531
NCU02530	78
NCU03060	1664
NCU06513	377
NCU00427	801
NCU09532	327
NCU00068	1059
NCU04318	386
